X,1000024,S,3,1050
M,1000040,B,2,850
M,1000043,B,2,850
A,1000053,S,9,1000
M,1000048,B,7,875
M,1000043,B,9,850
M,1000040,B,9,850
A,1000054,S,1,1025
M,1000050,B,9,900
M,1000021,S,1,1050
M,1000048,B,6,875
M,1000039,B,2,900
M,1000034,S,1,1000
M,1000049,B,1,825
M,1000046,S,1,950
M,1000039,B,10,900
M,1000048,B,9,875
M,1000042,B,4,925
M,1000046,S,7,950
A,1000055,B,1,850
A,1000056,S,4,1025
M,1000037,B,6,850
M,1000040,B,4,850
M,1000050,B,3,900
M,1000039,B,2,900
A,1000057,S,5,1025
M,1000040,B,3,850
M,1000048,B,10,875
M,1000042,B,7,925
M,1000039,B,8,900
M,1000054,S,2,1025
M,1000046,S,6,950
M,1000043,B,6,850
A,1000058,B,12,950
T,S,6,950
T,S,6,950
X,1000058,B,12,950
X,1000046,S,6,950
X,1000051,S,6,950
A,1000059,B,8,950
A,1000060,S,10,1075
X,1000049,B,1,825
X,1000052,B,10,825
X,1000047,B,10,825
M,1000060,S,1,1075
M,1000060,S,4,1075
X,1000028,S,4,1050
M,1000021,S,5,1050
X,1000054,S,2,1025
X,1000039,B,8,900
M,1000034,S,5,1000
M,1000033,S,8,975
M,1000050,B,5,900
M,1000033,S,3,975
M,1000034,S,1,1000
M,1000042,B,6,925
M,1000050,B,3,900
M,1000048,B,7,875
M,1000050,B,4,900
X,1000053,S,9,1000
M,1000021,S,8,1050
M,1000021,S,4,1050
M,1000035,S,6,1025
M,1000040,B,8,850
M,1000048,B,3,875
M,1000059,B,5,950
A,1000061,B,2,850
M,1000036,B,9,875
M,1000033,S,2,975
A,1000062,B,10,900
M,1000034,S,7,1000
M,1000060,S,1,1075
A,1000063,B,9,925
M,1000035,S,1,1025
X,1000061,B,2,850
M,1000056,S,5,1025
M,1000060,S,2,1075
M,1000057,S,2,1025
M,1000021,S,10,1050
M,1000059,B,1,950
A,1000064,B,8,900
M,1000056,S,9,1025
M,1000040,B,10,850
A,1000065,S,2,975
M,1000060,S,1,1075
M,1000035,S,9,1025
M,1000064,B,1,900
M,1000060,S,2,1075
M,1000033,S,1,975
M,1000034,S,10,1000
M,1000021,S,8,1050
M,1000034,S,2,1000
M,1000036,B,8,875
M,1000034,S,10,1000
A,1000066,B,2,875
M,1000060,S,7,1075
X,1000035,S,9,1025
M,1000021,S,3,1050
M,1000060,S,2,1075
M,1000034,S,5,1000
M,1000034,S,4,1000
M,1000040,B,5,850
M,1000043,B,5,850
X,1000040,B,5,850
M,1000060,S,5,1075
A,1000067,S,1,950
T,B,1,950
X,1000067,S,1,950
X,1000059,B,1,950
A,1000068,S,3,950
A,1000069,B,8,825
X,1000060,S,5,1075
M,1000062,B,4,900
A,1000070,S,4,1025
A,1000071,S,5,1050
M,1000043,B,2,850
M,1000065,S,3,975
X,1000050,B,4,900
M,1000062,B,5,900
M,1000048,B,2,875
M,1000062,B,4,900
A,1000072,S,5,1050
M,1000034,S,9,1000
M,1000063,B,8,925
M,1000065,S,1,975
M,1000034,S,6,1000
M,1000063,B,1,925
X,1000063,B,1,925
A,1000073,B,9,900
M,1000034,S,1,1000
M,1000034,S,2,1000
M,1000034,S,6,1000
X,1000021,S,3,1050
M,1000062,B,6,900
X,1000056,S,9,1025
X,1000064,B,1,900
M,1000068,S,5,950
M,1000071,S,8,1050
M,1000065,S,8,975
M,1000055,B,8,850
M,1000069,B,6,825
M,1000072,S,2,1050
A,1000074,S,3,975
M,1000073,B,3,900
M,1000062,B,3,900
M,1000073,B,4,900
M,1000069,B,10,825
M,1000065,S,6,975
M,1000069,B,1,825
X,1000057,S,2,1025
M,1000042,B,2,925
M,1000068,S,1,950
M,1000037,B,7,850
M,1000073,B,2,900
M,1000043,B,7,850
M,1000071,S,3,1050
M,1000065,S,5,975
M,1000042,B,3,925
M,1000033,S,4,975
M,1000073,B,4,900
M,1000062,B,4,900
A,1000075,S,5,1025
M,1000043,B,5,850
M,1000068,S,7,950
M,1000071,S,2,1050
M,1000068,S,2,950
M,1000043,B,4,850
M,1000065,S,7,975
M,1000068,S,9,950
M,1000042,B,6,925
A,1000076,S,4,950
X,1000074,S,3,975
M,1000076,S,5,950
M,1000048,B,7,875
M,1000037,B,2,850
M,1000069,B,6,825
A,1000077,B,10,925
M,1000062,B,10,900
M,1000034,S,1,1000
M,1000073,B,2,900
M,1000048,B,4,875
M,1000066,B,4,875
X,1000042,B,6,925
M,1000071,S,8,1050
M,1000062,B,2,900
M,1000036,B,9,875
X,1000037,B,2,850
M,1000068,S,4,950
M,1000055,B,9,850
M,1000072,S,10,1050
M,1000072,S,7,1050
A,1000078,S,10,1000
X,1000033,S,4,975
M,1000062,B,1,900
M,1000077,B,1,925
M,1000077,B,3,925
M,1000048,B,9,875
M,1000076,S,3,950
M,1000076,S,6,950
X,1000055,B,9,850
M,1000066,B,1,875
M,1000071,S,2,1050
M,1000077,B,10,925
M,1000075,S,8,1025
M,1000073,B,7,900
M,1000075,S,2,1025
M,1000075,S,7,1025
M,1000077,B,1,925
M,1000065,S,4,975
M,1000069,B,7,825
A,1000079,S,3,1000
M,1000069,B,4,825
M,1000079,S,6,1000
M,1000075,S,2,1025
M,1000070,S,7,1025
M,1000072,S,4,1050
M,1000065,S,1,975
M,1000071,S,7,1050
M,1000077,B,10,925
M,1000048,B,5,875
M,1000072,S,10,1050
A,1000080,S,2,1050
M,1000078,S,2,1000
M,1000077,B,7,925
M,1000066,B,2,875
M,1000043,B,9,850
A,1000081,S,1,950
M,1000065,S,4,975
M,1000043,B,5,850
M,1000077,B,3,925
M,1000065,S,10,975
A,1000082,S,2,1025
A,1000083,B,4,925
M,1000078,S,8,1000
M,1000066,B,1,875
M,1000069,B,8,825
M,1000079,S,10,1000
M,1000065,S,6,975
M,1000069,B,5,825
M,1000062,B,4,900
M,1000070,S,10,1025
M,1000036,B,2,875
M,1000077,B,10,925
M,1000043,B,3,850
M,1000082,S,8,1025
M,1000071,S,3,1050
M,1000062,B,2,900
M,1000076,S,4,950
X,1000073,B,7,900
A,1000084,S,1,1050
A,1000085,B,9,950
T,S,4,950
T,S,4,950
T,S,1,950
X,1000085,B,9,950
X,1000068,S,4,950
X,1000076,S,4,950
X,1000081,S,1,950
A,1000086,B,5,950
A,1000087,S,3,1075
X,1000069,B,5,825
M,1000071,S,5,1050
M,1000083,B,10,925
M,1000087,S,2,1075
M,1000062,B,1,900
M,1000062,B,7,900
M,1000062,B,6,900
M,1000043,B,6,850
M,1000080,S,7,1050
M,1000043,B,2,850
X,1000034,S,1,1000
A,1000088,S,7,1075
M,1000078,S,1,1000
M,1000086,B,10,950
M,1000043,B,10,850
M,1000062,B,7,900
M,1000036,B,8,875
A,1000089,B,10,950
M,1000089,B,3,950
M,1000087,S,9,1075
M,1000078,S,9,1000
M,1000043,B,7,850
M,1000078,S,5,1000
M,1000065,S,8,975
M,1000072,S,7,1050
M,1000077,B,1,925
M,1000071,S,6,1050
M,1000086,B,4,950
M,1000087,S,6,1075
M,1000089,B,4,950
M,1000043,B,9,850
M,1000070,S,3,1025
M,1000077,B,9,925
M,1000062,B,6,900
M,1000065,S,1,975
M,1000086,B,5,950
M,1000077,B,3,925
M,1000084,S,8,1050
M,1000043,B,1,850
M,1000065,S,4,975
M,1000078,S,6,1000
A,1000090,S,4,1025
M,1000082,S,10,1025
M,1000079,S,1,1000
M,1000083,B,6,925
M,1000072,S,5,1050
M,1000048,B,2,875
X,1000088,S,7,1075
M,1000077,B,10,925
M,1000043,B,9,850
M,1000078,S,3,1000
M,1000065,S,10,975
M,1000086,B,8,950
M,1000065,S,1,975
M,1000043,B,10,850
M,1000089,B,1,950
M,1000079,S,6,1000
M,1000043,B,4,850
M,1000065,S,7,975
M,1000087,S,5,1075
M,1000062,B,4,900
M,1000062,B,1,900
M,1000048,B,5,875
M,1000072,S,10,1050
M,1000062,B,5,900
M,1000065,S,1,975
M,1000062,B,2,900
M,1000062,B,5,900
M,1000089,B,3,950
X,1000078,S,3,1000
A,1000091,B,3,875
M,1000065,S,3,975
M,1000077,B,8,925
M,1000087,S,1,1075
M,1000043,B,10,850
M,1000065,S,9,975
M,1000065,S,5,975
M,1000048,B,8,875
M,1000086,B,4,950
A,1000092,B,1,900
M,1000065,S,6,975
A,1000093,S,2,1000
M,1000077,B,3,925
M,1000086,B,2,950
M,1000036,B,7,875
M,1000043,B,9,850
A,1000094,B,10,875
M,1000077,B,7,925
M,1000043,B,10,850
M,1000092,B,5,900
M,1000077,B,8,925
M,1000065,S,4,975
M,1000091,B,6,875
M,1000072,S,5,1050
M,1000079,S,9,1000
M,1000093,S,3,1000
M,1000043,B,4,850
M,1000043,B,1,850
M,1000066,B,9,875
M,1000089,B,8,950
X,1000090,S,4,1025
M,1000080,S,4,1050
M,1000036,B,3,875
M,1000036,B,2,875
M,1000065,S,2,975
M,1000066,B,10,875
M,1000093,S,2,1000
M,1000080,S,9,1050
M,1000043,B,10,850
M,1000087,S,2,1075
M,1000065,S,5,975
M,1000065,S,1,975
M,1000086,B,10,950
M,1000087,S,10,1075
M,1000065,S,10,975
M,1000087,S,8,1075
M,1000043,B,1,850
A,1000095,S,2,1025
M,1000087,S,9,1075
A,1000096,B,8,850
M,1000087,S,10,1075
M,1000080,S,1,1050
X,1000080,S,1,1050
M,1000096,B,10,850
M,1000043,B,6,850
M,1000086,B,7,950
M,1000077,B,1,925
M,1000062,B,8,900
A,1000097,B,4,950
M,1000079,S,1,1000
A,1000098,S,7,1075
M,1000086,B,3,950
X,1000089,B,8,950
M,1000083,B,3,925
M,1000071,S,5,1050
M,1000093,S,3,1000
M,1000062,B,4,900
M,1000065,S,7,975
M,1000048,B,1,875
M,1000084,S,10,1050
M,1000086,B,10,950
M,1000072,S,8,1050
M,1000071,S,8,1050
M,1000094,B,6,875
X,1000043,B,6,850
A,1000099,B,8,950
M,1000065,S,2,975
X,1000079,S,1,1000
A,1000100,B,8,900
M,1000065,S,9,975
M,1000100,B,5,900
M,1000065,S,7,975
M,1000083,B,10,925
M,1000096,B,1,850
M,1000086,B,5,950
M,1000077,B,3,925
M,1000075,S,10,1025
A,1000101,S,10,1075
M,1000075,S,3,1025
M,1000094,B,2,875
M,1000036,B,10,875
M,1000077,B,9,925
M,1000083,B,6,925
M,1000096,B,4,850
M,1000077,B,1,925
X,1000077,B,1,925
M,1000097,B,6,950
M,1000101,S,9,1075
M,1000065,S,1,975
X,1000062,B,4,900
M,1000082,S,6,1025
X,1000084,S,10,1050
M,1000092,B,8,900
M,1000096,B,1,850
M,1000071,S,5,1050
M,1000096,B,10,850
M,1000099,B,9,950
M,1000099,B,10,950
X,1000072,S,8,1050
A,1000102,B,5,850
M,1000100,B,9,900
M,1000083,B,7,925
A,1000103,S,7,1075
M,1000071,S,6,1050
X,1000099,B,10,950
M,1000075,S,1,1025
M,1000071,S,5,1050
M,1000070,S,4,1025
M,1000103,S,6,1075
M,1000102,B,9,850
M,1000083,B,5,925
M,1000065,S,8,975
M,1000048,B,9,875
M,1000101,S,4,1075
M,1000048,B,1,875
A,1000104,B,6,900
M,1000094,B,10,875
M,1000070,S,10,1025
M,1000096,B,5,850
M,1000100,B,3,900
M,1000102,B,6,850
M,1000092,B,3,900
M,1000071,S,10,1050
X,1000066,B,10,875
M,1000094,B,1,875
X,1000094,B,1,875
M,1000103,S,1,1075
M,1000093,S,6,1000
M,1000071,S,6,1050
M,1000093,S,5,1000
M,1000071,S,1,1050
M,1000096,B,2,850
M,1000103,S,6,1075
M,1000082,S,7,1025
M,1000071,S,9,1050
M,1000102,B,7,850
M,1000097,B,10,950
A,1000105,S,3,1025
M,1000083,B,4,925
M,1000065,S,1,975
A,1000106,S,2,1025
X,1000105,S,3,1025
M,1000087,S,7,1075
M,1000102,B,4,850
M,1000065,S,5,975
M,1000104,B,8,900
M,1000101,S,6,1075
M,1000106,S,10,1025
M,1000093,S,10,1000
M,1000071,S,8,1050
M,1000071,S,1,1050
M,1000082,S,6,1025
M,1000083,B,6,925
M,1000083,B,5,925
A,1000107,B,10,900
M,1000096,B,3,850
M,1000101,S,5,1075
A,1000108,S,2,1025
M,1000071,S,6,1050
M,1000092,B,10,900
M,1000098,S,9,1075
M,1000065,S,2,975
A,1000109,S,8,1000
A,1000110,S,3,1025
M,1000096,B,4,850
M,1000093,S,3,1000
M,1000109,S,7,1000
M,1000093,S,7,1000
M,1000070,S,8,1025
M,1000097,B,6,950
X,1000101,S,5,1075
M,1000109,S,4,1000
M,1000071,S,5,1050
M,1000107,B,7,900
M,1000091,B,1,875
M,1000106,S,9,1025
M,1000070,S,6,1025
X,1000102,B,4,850
X,1000082,S,6,1025
M,1000083,B,4,925
M,1000097,B,1,950
X,1000100,B,3,900
M,1000086,B,10,950
M,1000065,S,4,975
X,1000093,S,7,1000
M,1000065,S,9,975
M,1000091,B,7,875
M,1000083,B,7,925
A,1000111,B,8,850
M,1000111,B,4,850
A,1000112,S,8,1000
M,1000112,S,9,1000
M,1000083,B,9,925
M,1000048,B,8,875
A,1000113,S,6,1000
X,1000107,B,7,900
M,1000086,B,5,950
M,1000104,B,6,900
M,1000075,S,7,1025
A,1000114,B,9,900
M,1000065,S,10,975
M,1000114,B,4,900
M,1000071,S,10,1050
M,1000086,B,3,950
A,1000115,S,8,1000
M,1000087,S,4,1075
X,1000092,B,10,900
X,1000112,S,9,1000
M,1000111,B,9,850
M,1000065,S,2,975
A,1000116,B,1,900
M,1000096,B,3,850
M,1000103,S,5,1075
M,1000091,B,4,875
M,1000091,B,9,875
M,1000086,B,1,950
X,1000096,B,3,850
M,1000098,S,4,1075
M,1000036,B,9,875
M,1000091,B,4,875
M,1000091,B,8,875
M,1000108,S,5,1025
M,1000083,B,5,925
M,1000113,S,9,1000
M,1000111,B,7,850
X,1000104,B,6,900
A,1000117,B,7,850
M,1000110,S,4,1025
M,1000115,S,1,1000
M,1000114,B,5,900
M,1000116,B,5,900
A,1000118,B,2,975
T,S,2,975
X,1000118,B,2,975
X,1000065,S,2,975
A,1000119,B,10,975
A,1000120,S,8,1100
X,1000111,B,7,850
X,1000117,B,7,850
M,1000116,B,4,900
M,1000119,B,3,975
M,1000071,S,1,1050
M,1000114,B,6,900
M,1000083,B,3,925
M,1000083,B,2,925
M,1000071,S,7,1050
M,1000071,S,9,1050
M,1000070,S,8,1025
X,1000075,S,7,1025
M,1000087,S,1,1075
M,1000119,B,10,975
M,1000115,S,7,1000
X,1000109,S,4,1000
M,1000071,S,6,1050
A,1000121,B,4,900
M,1000119,B,9,975
M,1000106,S,6,1025
M,1000086,B,8,950
M,1000113,S,7,1000
M,1000048,B,4,875
M,1000110,S,7,1025
M,1000121,B,1,900
M,1000119,B,6,975
M,1000108,S,8,1025
M,1000070,S,4,1025
M,1000086,B,1,950
A,1000122,B,6,925
M,1000097,B,7,950
M,1000086,B,5,950
M,1000095,S,10,1025
M,1000087,S,7,1075
M,1000120,S,6,1100
M,1000114,B,2,900
M,1000115,S,1,1000
M,1000113,S,3,1000
M,1000071,S,5,1050
X,1000115,S,1,1000
M,1000098,S,10,1075
M,1000048,B,8,875
M,1000048,B,7,875
M,1000121,B,10,900
A,1000123,B,9,950
M,1000120,S,1,1100
M,1000119,B,8,975
X,1000123,B,9,950
M,1000097,B,10,950
M,1000071,S,6,1050
M,1000116,B,5,900
M,1000091,B,6,875
M,1000108,S,7,1025
A,1000124,S,1,1000
M,1000113,S,6,1000
M,1000086,B,6,950
M,1000119,B,4,975
M,1000119,B,10,975
M,1000071,S,5,1050
M,1000097,B,9,950
M,1000121,B,6,900
M,1000098,S,9,1075
M,1000097,B,2,950
M,1000119,B,1,975
X,1000113,S,6,1000
A,1000125,B,3,900
M,1000122,B,10,925
M,1000110,S,1,1025
M,1000091,B,1,875
M,1000116,B,9,900
M,1000097,B,5,950
M,1000036,B,6,875
M,1000108,S,1,1025
X,1000036,B,6,875
M,1000097,B,3,950
M,1000098,S,3,1075
M,1000048,B,5,875
X,1000097,B,3,950
M,1000086,B,1,950
M,1000098,S,1,1075
X,1000098,S,1,1075
M,1000070,S,8,1025
M,1000091,B,7,875
M,1000070,S,10,1025
M,1000119,B,4,975
M,1000108,S,9,1025
M,1000071,S,4,1050
M,1000124,S,3,1000
M,1000120,S,3,1100
M,1000125,B,9,900
M,1000071,S,5,1050
M,1000086,B,6,950
M,1000071,S,4,1050
M,1000119,B,6,975
A,1000126,S,2,1025
M,1000071,S,1,1050
M,1000106,S,9,1025
M,1000124,S,9,1000
M,1000103,S,10,1075
M,1000048,B,1,875
X,1000121,B,6,900
M,1000086,B,9,950
M,1000091,B,5,875
M,1000106,S,2,1025
M,1000106,S,10,1025
M,1000119,B,7,975
A,1000127,S,5,1050
M,1000103,S,4,1075
M,1000120,S,9,1100
X,1000114,B,2,900
M,1000124,S,3,1000
M,1000119,B,1,975
M,1000086,B,2,950
M,1000116,B,8,900
M,1000086,B,9,950
M,1000116,B,2,900
M,1000106,S,2,1025
M,1000120,S,6,1100
M,1000086,B,7,950
X,1000087,S,7,1075
M,1000119,B,4,975
M,1000127,S,1,1050
X,1000070,S,10,1025
M,1000086,B,2,950
M,1000125,B,7,900
M,1000110,S,3,1025
M,1000125,B,9,900
M,1000124,S,4,1000
M,1000095,S,1,1025
M,1000124,S,10,1000
M,1000086,B,9,950
M,1000125,B,1,900
M,1000119,B,3,975
M,1000125,B,6,900
M,1000103,S,7,1075
M,1000106,S,1,1025
X,1000048,B,1,875
M,1000086,B,5,950
M,1000124,S,9,1000
M,1000120,S,4,1100
M,1000124,S,3,1000
M,1000119,B,7,975
M,1000086,B,6,950
M,1000116,B,1,900
M,1000119,B,2,975
M,1000083,B,9,925
M,1000119,B,1,975
M,1000103,S,5,1075
M,1000124,S,4,1000
M,1000119,B,8,975
X,1000095,S,1,1025
M,1000086,B,8,950
A,1000128,B,10,975
A,1000129,S,2,1025
M,1000120,S,2,1100
X,1000122,B,10,925
M,1000127,S,2,1050
A,1000130,S,1,1100
M,1000086,B,5,950
M,1000103,S,6,1075
M,1000127,S,5,1050
M,1000126,S,7,1025
M,1000120,S,10,1100
M,1000127,S,4,1050
M,1000091,B,4,875
A,1000131,B,4,950
X,1000120,S,10,1100
M,1000103,S,3,1075
M,1000110,S,2,1025
M,1000108,S,4,1025
X,1000116,B,1,900
M,1000091,B,10,875
M,1000091,B,2,875
X,1000119,B,8,975
M,1000071,S,5,1050
A,1000132,S,4,1075
M,1000130,S,10,1100
M,1000131,B,5,950
A,1000133,S,3,1100
M,1000124,S,3,1000
M,1000124,S,6,1000
M,1000132,S,5,1075
M,1000106,S,4,1025
A,1000134,B,24,1025
T,S,6,1000
T,S,4,1025
T,S,4,1025
T,S,2,1025
T,S,7,1025
T,S,1,1025
X,1000134,B,24,1025
X,1000124,S,6,1000
X,1000106,S,4,1025
X,1000108,S,4,1025
X,1000110,S,2,1025
X,1000126,S,7,1025
M,1000129,S,1,1025
A,1000135,B,2,1000
A,1000136,S,10,1125
X,1000091,B,2,875
A,1000137,S,3,1025
X,1000103,S,3,1075
M,1000071,S,10,1050
M,1000130,S,5,1100
M,1000135,B,3,1000
M,1000137,S,7,1025
M,1000128,B,2,975
A,1000138,S,2,1075
M,1000135,B,5,1000
M,1000071,S,1,1050
X,1000086,B,5,950
M,1000131,B,6,950
M,1000135,B,2,1000
M,1000127,S,5,1050
M,1000083,B,10,925
M,1000071,S,9,1050
M,1000128,B,10,975
M,1000130,S,8,1100
M,1000135,B,9,1000
A,1000139,B,1,925
M,1000132,S,8,1075
M,1000131,B,4,950
A,1000140,S,4,1125
M,1000131,B,7,950
M,1000131,B,8,950
M,1000125,B,4,900
M,1000083,B,4,925
M,1000140,S,10,1125
M,1000129,S,4,1025
M,1000127,S,8,1050
M,1000131,B,10,950
M,1000125,B,5,900
X,1000130,S,8,1100
M,1000135,B,10,1000
M,1000132,S,4,1075
X,1000127,S,8,1050
M,1000131,B,7,950
M,1000131,B,1,950
M,1000135,B,5,1000
A,1000141,B,4,925
M,1000129,S,9,1025
M,1000136,S,3,1125
M,1000128,B,2,975
M,1000137,S,6,1025
M,1000138,S,5,1075
M,1000137,S,1,1025
M,1000133,S,5,1100
M,1000140,S,4,1125
M,1000125,B,8,900
X,1000139,B,1,925
M,1000128,B,6,975
M,1000135,B,1,1000
M,1000136,S,2,1125
M,1000131,B,4,950
M,1000071,S,6,1050
M,1000131,B,6,950
M,1000083,B,7,925
M,1000141,B,3,925
M,1000131,B,1,950
M,1000128,B,5,975
M,1000131,B,4,950
M,1000133,S,9,1100
M,1000138,S,6,1075
A,1000142,S,6,1100
M,1000138,S,4,1075
M,1000131,B,5,950
M,1000128,B,10,975
M,1000140,S,1,1125
M,1000129,S,6,1025
M,1000071,S,5,1050
M,1000136,S,3,1125
M,1000133,S,8,1100
M,1000128,B,2,975
M,1000133,S,5,1100
M,1000131,B,8,950
M,1000142,S,9,1100
M,1000128,B,1,975
M,1000132,S,9,1075
